2.5689	0.10318	1.6198	1.1284
0.88525	0.4179	-1.0083	1.003
2.3657	2.0423	-0.82513	1.8099
1.762	-0.68429	0.32994	0.517
-0.089272	-1.1279	0.56719	2.2227
2.0506	-1.2	0.79472	2.3021
0.67804	-1.0385	0.99397	1.5536
1.4259	-0.099624	-1.6226	1.893
-0.912	-2.1538	1.3905	2.144
3.5771	-0.14346	1.7411	-0.57939
2.0803	1.0473	0.3497	2.2485
3.1832	0.071796	1.0227	1.7524
1.5451	0.70718	-1.8944	1.3793
0.84785	0.10066	0.83461	2.5625
1.0014	-0.25862	1.4581	0.56952
-0.48415	-1.3865	2.1771	0.20391
1.1647	-0.55748	1.4757	0.42908
4.0196	-0.48669	-0.18277	1.6399
-1.0526	-0.0092011	-0.70746	0.81897
-1.1247	-0.97861	1.7453	0.58733
1.6334	-0.35974	2.0682	0.08609
1.0302	0.11635	1.32	2.2229
1.3241	-0.89011	1.1813	2.2349
-0.44446	0.63113	-0.86698	2.0024
-1.2353	-1.3088	0.14762	1.712
3.8835	0.0078704	-0.99419	1.7368
-0.25726	0.20377	0.66721	0.014764
1.4896	-0.49222	0.58163	1.6298
1.3378	0.74088	1.8059	-0.43409
0.20306	-0.99295	0.007851	1.8781
0.64032	-0.17902	0.093677	2.2137
1.7623	0.060821	0.48138	0.74151
-1.3673	-1.6727	-0.96564	2.3219
1.8806	0.73604	2.7296	1.1391
0.13414	0.14086	2.4078	0.13975
0.71929	-0.1923	-1.4624	-0.36386
0.67468	-1.7212	1.5074	-0.82297
4.1159	-0.49226	-1.1147	1.9272
0.70705	-0.39973	1.5387	-0.42482
-0.58487	-0.46873	0.07006	1.8802
1.5028	-0.58824	-0.88397	0.66499
3.4014	-0.24829	0.96469	2.0582
0.038598	-1.3056	2.1479	1.5189
-0.34739	-2.419	0.8093	2.0842
-1.0541	-2.0259	-0.7856	0.65556
1.0562	-0.30401	1.5594	0.20022
1.9326	-0.86361	0.13314	3.4513
0.67228	-0.71646	-0.23209	2.5131
-0.99845	-0.86764	-0.29357	-0.12592
1.2178	-0.044584	2.056	-0.072832
2.3032	-1.4929	0.59079	2.1449
0.35704	-1.3808	-0.92906	1.4983
0.057576	-0.40445	2.0825	1.145
0.55721	-1.3772	-0.32249	1.9094
1.4802	-0.42237	2.7651	0.75396
1.241	0.1001	0.29455	3.0837
1.2544	-0.40892	-1.4477	0.32467
2.0572	-1.0797	1.2349	2.099
-0.97158	-1.2972	-0.21145	1.7622
1.2176	-0.7202	2.3283	-0.23004
0.037834	-1.568	-0.44948	1.6423
1.6326	-0.49894	0.10166	2.6324
3.4939	0.76324	1.8268	0.72322
-1.0247	-1.6114	-0.65171	2.3262
-0.32382	-2.2135	-0.91905	-0.13331
0.07078	-1.8253	1.2769	0.011401
-1.099	-1.0764	-1.3384	1.7533
3.4205	-0.26147	-1.7636	2.4115
0.14107	-1.7764	0.67382	2.5847
1.2607	-0.16023	0.91686	-0.36015
0.40777	-0.20441	1.1945	0.61003
3.6604	0.057641	2.3559	0.6738
2.7536	0.17153	0.89045	-0.58109
-0.86653	-2.2931	1.2676	0.18781
0.56907	0.25219	-1.2304	0.34668
-0.062117	1.3116	-0.12037	1.982
-0.62645	-1.1391	-0.51392	0.59619
-0.50329	-1.3793	1.6409	-0.21766
2.926	1.67	0.015874	1.1649
1.1204	-0.22569	1.355	0.69484
0.43254	-0.359	0.88485	0.19217
1.1579	0.27951	-0.44365	2.3223
0.57312	-1.1683	1.3923	-0.51823
1.5024	-0.98779	0.95192	1.7698
-0.018399	0.11678	-1.3645	0.80989
1.1567	-0.62259	-0.97118	0.4125
1.6644	-0.21205	1.0829	0.09253
-0.74953	-2.1634	-1.0776	1.3449
3.1049	-0.26826	-1.0294	0.32594
-1.1306	-1.6955	-1.3589	2.2001
0.85698	-1.6308	2.2649	1.7575
0.1041	-1.328	-0.072396	0.9439
1.9364	-0.55686	1.4169	-0.016583
1.6491	-0.17784	-1.4082	-0.41569
2.2884	0.98172	-1.0844	2.1354
1.5664	1.4816	0.44244	1.151
-0.42103	-1.55	1.3654	2.0484
